Id,Title,DemographicType,Type,PublishingStatus,TotalVolumes,MainImageUrl
240,Kozure Ookami,Seinen,Manga,Finished,28,https://cdn.myanimelist.net/images/manga/1/159264l.jpg
241,Shinai naru Boku e Satsui wo Komete,Seinen,Manga,Finished,11,https://cdn.myanimelist.net/images/manga/1/211898l.jpg
242,Ao Haru Ride,Shoujo,LightNovel,Finished,6,https://cdn.myanimelist.net/images/manga/2/181438l.jpg
243,Oresama Teacher,Shoujo,Manga,Finished,29,https://cdn.myanimelist.net/images/manga/3/269703l.jpg
244,Diamond no Ace,Shounen,Manga,Finished,47,https://cdn.myanimelist.net/images/manga/1/14653l.jpg
245,Sun-Ken Rock,Seinen,Manga,Finished,25,https://cdn.myanimelist.net/images/manga/3/166298l.jpg
246,Diamond no Ace Act II,Shounen,Manga,Finished,34,https://cdn.myanimelist.net/images/manga/3/167576l.jpg
247,Yugami-kun ni wa Tomodachi ga Inai,Shounen,Manga,Finished,16,https://cdn.myanimelist.net/images/manga/1/107515l.jpg
248,Tsubaki-chou Lonely Planet,Shoujo,Manga,Finished,14,https://cdn.myanimelist.net/images/manga/3/164273l.jpg
249,Emma,Seinen,Manga,Finished,10,https://cdn.myanimelist.net/images/manga/1/161059l.jpg
250,Mahou Sensei Negima!,Shounen,Manga,Finished,38,https://cdn.myanimelist.net/images/manga/1/259286l.jpg
251,Doraemon," Shounen",Manga,Finished,45,https://cdn.myanimelist.net/images/manga/2/41460l.jpg
252,Hourou Musuko,Seinen,Manga,Finished,15,https://cdn.myanimelist.net/images/manga/1/208988l.jpg
253,Nozoki Ana,Seinen,Manga,Finished,13,https://cdn.myanimelist.net/images/manga/2/178011l.jpg
254,Fire Punch,Shounen,Manga,Finished,8,https://cdn.myanimelist.net/images/manga/2/180430l.jpg
255,Koko wa Ima kara Rinri desu.,Seinen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/2/203658l.jpg
256,Ao no Exorcist,Shounen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/2/188810l.jpg
257,Initial D,Seinen,Manga,Finished,48,https://cdn.myanimelist.net/images/manga/2/186990l.jpg
258,Bokura ga Ita,Shoujo,Manga,Finished,16,https://cdn.myanimelist.net/images/manga/2/244302l.jpg
259,JoJo no Kimyou na Bouken Part 9: The JoJoLands,Seinen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/1/276920l.jpg
260,Skip to Loafer,Seinen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/3/220669l.jpg
261,Sanctuary,Seinen,Manga,Finished,12,https://cdn.myanimelist.net/images/manga/1/170458l.jpg
262,Nurarihyon no Mago,Shounen,Manga,Finished,25,https://cdn.myanimelist.net/images/manga/1/157584l.jpg
263,Boku no Kokoro no Yabai Yatsu,Shounen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/3/213349l.jpg
264,Ore Monogatari!!,Shoujo,Manga,Finished,13,https://cdn.myanimelist.net/images/manga/3/180382l.jpg
265,Baby Steps,Shounen,Manga,Finished,47,https://cdn.myanimelist.net/images/manga/2/202589l.jpg
266,Namaikizakari.,Shoujo,Manga,Finished,23,https://cdn.myanimelist.net/images/manga/1/128825l.jpg
267,Saikyou Densetsu Kurosawa,Seinen,Manga,Finished,11,https://cdn.myanimelist.net/images/manga/1/262554l.jpg
268,Black Clover,Shounen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/2/166254l.jpg
269,Innocent Rouge,Seinen,Manga,Finished,12,https://cdn.myanimelist.net/images/manga/1/167646l.jpg
270,Umineko no Naku Koro ni - Episode 3: Banquet of the Golden Witch,Shounen,Manga,Finished,5,https://cdn.myanimelist.net/images/manga/2/259980l.jpg
271,Reimei no Arcana,Shoujo,Manga,Finished,13,https://cdn.myanimelist.net/images/manga/3/272101l.jpg
272,Umineko no Naku Koro ni Chiru - Episode 5: End of the Golden Witch,Shounen,Manga,Finished,6,https://cdn.myanimelist.net/images/manga/2/273941l.jpg
273,Bokurano,Seinen,Manga,Finished,11,https://cdn.myanimelist.net/images/manga/1/57107l.jpg
274,Gakuen Babysitters,Shoujo,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/1/161858l.jpg
275,Saint Seiya: The Lost Canvas - Meiou Shinwa,Shounen,Manga,Finished,25,https://cdn.myanimelist.net/images/manga/5/163126l.jpg
276,Voynich Hotel,Seinen,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/1/157463l.jpg
277,Kamisama ga Uso wo Tsuku.,Seinen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/1/143365l.jpg
278,Umineko no Naku Koro ni Chiru - Episode 8: Twilight of the Golden Witch,Shounen,Manga,Finished,9,https://cdn.myanimelist.net/images/manga/3/206205l.jpg
279,Jitsu wa Watashi wa,Shounen,Manga,Finished,22,https://cdn.myanimelist.net/images/manga/3/191399l.jpg
280,Kimi no Iru Machi,Shounen,Manga,Finished,27,https://cdn.myanimelist.net/images/manga/2/115221l.jpg
281,Kubo-san wa Mob wo Yurusanai,Seinen,Manga,Finished,12,https://cdn.myanimelist.net/images/manga/3/227284l.jpg
282,Tokyo Crazy Paradise,Shoujo,Manga,Finished,19,https://cdn.myanimelist.net/images/manga/3/253309l.jpg
283,Ping Pong,Seinen,Manga,Finished,5,https://cdn.myanimelist.net/images/manga/2/151416l.jpg
284,Crows,Shounen,Manga,Finished,26,https://cdn.myanimelist.net/images/manga/1/257945l.jpg
285,Kekkaishi,Shounen,Manga,Finished,35,https://cdn.myanimelist.net/images/manga/5/207702l.jpg
286,Higurashi no Naku Koro ni: Watanagashi-hen,Shounen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/1/259983l.jpg
287,Bleach,Shounen,Manga,Finished,74,https://cdn.myanimelist.net/images/manga/3/180031l.jpg
288,MeruPuri: Märchen☆Prince,Shoujo,Manga,Finished,4,https://cdn.myanimelist.net/images/manga/1/160609l.jpg
289,Suki na Ko ga Megane wo Wasureta,Shounen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/3/219461l.jpg
290,School Rumble,Shounen,Manga,Finished,22,https://cdn.myanimelist.net/images/manga/3/5267l.jpg
291,Kiss yori mo Hayaku,Shoujo,Manga,Finished,12,https://cdn.myanimelist.net/images/manga/5/111965l.jpg
292,Koukaku Kidoutai: The Ghost in the Shell,Seinen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/155733l.jpg
293,Mx0,Shounen,Manga,Finished,10,https://cdn.myanimelist.net/images/manga/2/55903l.jpg
294,Battle Royale,Seinen,Manga,Finished,15,https://cdn.myanimelist.net/images/manga/1/262978l.jpg
295,Basara,Shoujo,Manga,Finished,27,https://cdn.myanimelist.net/images/manga/1/185359l.jpg
296,Fairy Tail Zerø,Shounen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/1/167384l.jpg
297,Fullmetal Alchemist,Shounen,LightNovel,Finished,7,https://cdn.myanimelist.net/images/manga/1/202288l.jpg
298,Kyou kara Ore wa!!,Shounen,Manga,Finished,38,https://cdn.myanimelist.net/images/manga/2/266260l.jpg
299,Akame ga Kill!,Shounen,Manga,Finished,15,https://cdn.myanimelist.net/images/manga/1/260104l.jpg
300,Gunnm: Last Order,Seinen,Manga,Finished,19,https://cdn.myanimelist.net/images/manga/3/274912l.jpg
301,Nijiiro Days,Shoujo,Manga,Finished,16,https://cdn.myanimelist.net/images/manga/3/192780l.jpg
302,Special A,Shoujo,Manga,Finished,17,https://cdn.myanimelist.net/images/manga/2/269702l.jpg
303,Hoshi Mamoru Inu,Seinen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/207064l.jpg
304,One Piece: Strong World,Shounen,OneShot,Finished,,https://cdn.myanimelist.net/images/manga/1/25743l.jpg
305,Hotarubi no Mori e,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/260149l.jpg
306,Byousoku 5 Centimeter,Seinen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/3/138585l.jpg
307,Shiawase Kissa 3-choume,Shoujo,Manga,Finished,15,https://cdn.myanimelist.net/images/manga/3/269706l.jpg
308,InuYasha,Shounen,Manga,Finished,56,https://cdn.myanimelist.net/images/manga/3/262295l.jpg
309,Sayonara Zetsubou Sensei,Shounen,Manga,Finished,30,https://cdn.myanimelist.net/images/manga/3/156519l.jpg
310,Mahou Shoujo Madoka★Magica: The Different Story,Seinen,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/3/78173l.jpg
311,Dogs: Bullets & Carnage,Seinen,Manga,OnHiatus,10,https://cdn.myanimelist.net/images/manga/2/232296l.jpg
312,Shonan Junai Gumi!,Shounen,Manga,Finished,31,https://cdn.myanimelist.net/images/manga/2/216051l.jpg
313,Steins;Gate,Seinen,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/1/121341l.jpg
314,Black Jack,Shounen,Manga,Finished,25,https://cdn.myanimelist.net/images/manga/1/266117l.jpg
315,X,Shoujo,Manga,OnHiatus,18,https://cdn.myanimelist.net/images/manga/2/267781l.jpg
316,Suzuka,Shounen,Manga,Finished,18,https://cdn.myanimelist.net/images/manga/2/184775l.jpg
317,Ao no Hako,Shounen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/2/248748l.jpg
318,Elfen Lied,Seinen,Manga,Finished,12,https://cdn.myanimelist.net/images/manga/2/253951l.jpg
319,Iris Zero,Seinen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/2/35739l.jpg
320,Shigurui,Seinen,Manga,Finished,15,https://cdn.myanimelist.net/images/manga/1/110081l.jpg
321,Boku no Hatsukoi wo Kimi ni Sasagu,Shoujo,Manga,Finished,12,https://cdn.myanimelist.net/images/manga/2/267550l.jpg
322,Yamato Nadeshiko Shichihenge♥,Shoujo,Manga,Finished,36,https://cdn.myanimelist.net/images/manga/2/173084l.jpg
323,Hachimitsu to Clover,Josei,Manga,Finished,10,https://cdn.myanimelist.net/images/manga/3/184591l.jpg
324,Ningen Shikkaku,Seinen,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/3/166769l.jpg
325,Umineko no Naku Koro ni Chiru - Episode 6: Dawn of the Golden Witch,Shounen,Manga,Finished,6,https://cdn.myanimelist.net/images/manga/2/273942l.jpg
326,07-Ghost,Josei,Manga,Finished,17,https://cdn.myanimelist.net/images/manga/2/21417l.jpg
327,Kanata kara,Shoujo,Manga,Finished,14,https://cdn.myanimelist.net/images/manga/1/185863l.jpg
328,Senryuu Shoujo,Shounen,Manga,Finished,13,https://cdn.myanimelist.net/images/manga/3/194981l.jpg
329,Kaichou wa Maid-sama!: Marriage,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/210825l.jpg
330,Binbougami ga!,Shounen,Manga,Finished,16,https://cdn.myanimelist.net/images/manga/2/253086l.jpg
331,Rave,Shounen,Manga,Finished,35,https://cdn.myanimelist.net/images/manga/3/255624l.jpg
332,Sousei no Onmyouji,Shounen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/2/188935l.jpg
333,Ran to Haiiro no Sekai,Seinen,Manga,Finished,7,https://cdn.myanimelist.net/images/manga/3/152107l.jpg
334,Tobaku Mokushiroku Kaiji,Seinen,Manga,Finished,13,https://cdn.myanimelist.net/images/manga/3/286560l.jpg
335,Suki tte Ii na yo.,Shoujo,Manga,Finished,18,https://cdn.myanimelist.net/images/manga/3/198567l.jpg
336,God Child,Shoujo,Manga,Finished,8,https://cdn.myanimelist.net/images/manga/1/257890l.jpg
337,Umineko no Naku Koro ni Chiru - Episode 7: Requiem of the Golden Witch,Shounen,Manga,Finished,9,https://cdn.myanimelist.net/images/manga/1/273943l.jpg
338,Higurashi no Naku Koro ni Kai: Meakashi-hen,Shounen,Manga,Finished,4,https://cdn.myanimelist.net/images/manga/5/259917l.jpg
339,To LOVE-Ru Darkness,Shounen,Manga,Finished,18,https://cdn.myanimelist.net/images/manga/3/253547l.jpg
340,Moe Kare!!,Shoujo,Manga,Finished,7,https://cdn.myanimelist.net/images/manga/1/265857l.jpg
341,Deep Love: Ayu no Monogatari,Shoujo,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/2/1007l.jpg
342,Kitchen no Ohimesama,Shoujo,Manga,Finished,10,https://cdn.myanimelist.net/images/manga/5/112513l.jpg
343,Hana yori Dango,Shoujo,Manga,Finished,37,https://cdn.myanimelist.net/images/manga/1/27280l.jpg
344,Tate no Yuusha no Nariagari,Seinen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/2/130759l.jpg
345,Meteor Methuselah,Shoujo,Manga,Finished,11,https://cdn.myanimelist.net/images/manga/1/198155l.jpg
346,Karneval,Josei,Manga,Finished,28,https://cdn.myanimelist.net/images/manga/3/172699l.jpg
347,Majin Tantei Nougami Neuro,Shounen,Manga,Finished,23,https://cdn.myanimelist.net/images/manga/1/186638l.jpg
348,All You Need Is Kill,Seinen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/1/128447l.jpg
349,Love Hina,Shounen,Manga,Finished,14,https://cdn.myanimelist.net/images/manga/1/259287l.jpg
350,Chobits,Seinen,Manga,Finished,8,https://cdn.myanimelist.net/images/manga/3/260812l.jpg
351,D-Frag!,Seinen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/1/188780l.jpg
352,Kagerou Daze,Josei,Manga,Finished,13,https://cdn.myanimelist.net/images/manga/1/215824l.jpg
353,Aishiteruze Baby★★,Shoujo,Manga,Finished,7,https://cdn.myanimelist.net/images/manga/1/166559l.jpg
354,Full Metal Panic! Sigma,Shounen,Manga,Finished,19,https://cdn.myanimelist.net/images/manga/1/55583l.jpg
355,Donten ni Warau,Shoujo,Manga,Finished,6,https://cdn.myanimelist.net/images/manga/1/254936l.jpg
356,Rookies,Shounen,Manga,Finished,24,https://cdn.myanimelist.net/images/manga/1/153289l.jpg
357,Amaama to Inazuma,Seinen,Manga,Finished,12,https://cdn.myanimelist.net/images/manga/3/188833l.jpg
358,Air Gear,Shounen,Manga,Finished,37,https://cdn.myanimelist.net/images/manga/1/167489l.jpg
359,High Score Girl,Seinen,Manga,Finished,10,https://cdn.myanimelist.net/images/manga/2/212640l.jpg
360,Historie,Seinen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/2/167504l.jpg
361,Usogui,Seinen,Manga,Finished,49,https://cdn.myanimelist.net/images/manga/2/283743l.jpg
362,Shaman King,Shounen,Manga,Finished,32,https://cdn.myanimelist.net/images/manga/2/255376l.jpg
363,Touch,Shounen,Manga,Finished,26,https://cdn.myanimelist.net/images/manga/2/272018l.jpg
364,Kanata no Astra,Shounen,Manga,Finished,5,https://cdn.myanimelist.net/images/manga/3/180039l.jpg
365,Gokusen,Josei,Manga,Finished,15,https://cdn.myanimelist.net/images/manga/2/171655l.jpg
366,Ghost Hunt,Shoujo,Manga,Finished,12,https://cdn.myanimelist.net/images/manga/2/181311l.jpg
367,Tomie,Shoujo,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/2/164476l.jpg
368,Goblin Slayer Gaiden: Year One,Seinen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/1/207520l.jpg
369,Haruka na Machi e,Seinen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/5/252366l.jpg
370,Hayate no Gotoku!,Shounen,Manga,Finished,52,https://cdn.myanimelist.net/images/manga/3/194562l.jpg
371,Tenshi Kinryouku,Shoujo,Manga,Finished,20,https://cdn.myanimelist.net/images/manga/1/262086l.jpg
372,Medaka Box,Shounen,Manga,Finished,22,https://cdn.myanimelist.net/images/manga/2/50353l.jpg
373,Kimi wa Pet,Josei,Manga,Finished,14,https://cdn.myanimelist.net/images/manga/3/165611l.jpg
374,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,Shounen,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/2/208751l.jpg
375,Black Cat,Shounen,Manga,Finished,20,https://cdn.myanimelist.net/images/manga/2/186071l.jpg
376,Owari no Seraph,Shounen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/1/137573l.jpg
377,Tokyo Babylon,Shoujo,Manga,Finished,7,https://cdn.myanimelist.net/images/manga/1/260527l.jpg
378,Sasameki Koto,Seinen,Manga,Finished,9,https://cdn.myanimelist.net/images/manga/2/217658l.jpg
379,Shi ga Futari wo Wakatsu made,Seinen,Manga,Finished,26,https://cdn.myanimelist.net/images/manga/3/167767l.jpg
380,Giji Harem,Shounen,Manga,Finished,6,https://cdn.myanimelist.net/images/manga/3/219464l.jpg
381,Bonnouji,Seinen,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/2/159423l.jpg
382,Bungou Stray Dogs: Beast,Shounen,Manga,Finished,4,https://cdn.myanimelist.net/images/manga/2/234643l.jpg
383,Shinshi Doumei Cross,Shoujo,Manga,Finished,11,https://cdn.myanimelist.net/images/manga/3/257940l.jpg
384,Inu x Boku SS,Shounen,Manga,Finished,11,https://cdn.myanimelist.net/images/manga/3/262293l.jpg
385,Hitoribocchi no ○○ Seikatsu,Shounen,Manga,Finished,8,https://cdn.myanimelist.net/images/manga/3/173131l.jpg
386,Higurashi no Naku Koro ni: Tatarigoroshi-hen,Shounen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/3/259984l.jpg
387,Kyou no Kira-kun,Shoujo,Manga,Finished,9,https://cdn.myanimelist.net/images/manga/1/134993l.jpg
388,Aqua,Shoujo,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/1/153102l.jpg
389,Takane to Hana,Shoujo,Manga,Finished,18,https://cdn.myanimelist.net/images/manga/1/152773l.jpg
390,Hapi Mari: Happy Marriage!?,Josei,Manga,Finished,10,https://cdn.myanimelist.net/images/manga/5/142459l.jpg
391,Kuroko no Basket: Extra Game,Shounen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/2/163711l.jpg
392,Seiyuu Ka!,Shoujo,Manga,Finished,12,https://cdn.myanimelist.net/images/manga/2/269037l.jpg
393,GE: Good Ending,Shounen,Manga,Finished,16,https://cdn.myanimelist.net/images/manga/1/51389l.jpg
394,World Trigger,Shounen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/1/187850l.jpg
395,Baki: New Grappler Baki,Shounen,Manga,Finished,31,https://cdn.myanimelist.net/images/manga/2/6648l.jpg
396,Piano no Mori,Seinen,Manga,Finished,26,https://cdn.myanimelist.net/images/manga/1/263148l.jpg
397,Maison Ikkoku,Seinen,Manga,Finished,15,https://cdn.myanimelist.net/images/manga/1/71227l.jpg
398,Yankee-kun to Megane-chan,Shounen,Manga,Finished,23,https://cdn.myanimelist.net/images/manga/1/222335l.jpg
399,Hajishirazu no Purple Haze: JoJo no Kimyou na Bouken yori,Shounen,LightNovel,Finished,1,https://cdn.myanimelist.net/images/manga/1/270479l.jpg
400,Kaijuu 8-gou,Shounen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/3/252929l.jpg
401,Nisekoi,Shounen,Manga,Finished,25,https://cdn.myanimelist.net/images/manga/1/181212l.jpg
402,Goblin Slayer,Seinen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/1/183163l.jpg
403,Bitter Virgin,Seinen,Manga,Finished,4,https://cdn.myanimelist.net/images/manga/2/55379l.jpg
404,Versailles no Bara,Shoujo,Manga,Finished,10,https://cdn.myanimelist.net/images/manga/3/271375l.jpg
405,Fushigi Yuugi: Genbu Kaiden,Shoujo,Manga,Finished,12,https://cdn.myanimelist.net/images/manga/2/269289l.jpg
406,Ichigo 100%,Shounen,Manga,Finished,19,https://cdn.myanimelist.net/images/manga/2/259714l.jpg
407,Enen no Shouboutai,Shounen,Manga,Finished,34,https://cdn.myanimelist.net/images/manga/3/178996l.jpg
408,7 Seeds,Shoujo,Manga,Finished,35,https://cdn.myanimelist.net/images/manga/3/196607l.jpg
409,Hi no Tori (1967),Shounen,Manga,Finished,16,https://cdn.myanimelist.net/images/manga/3/159419l.jpg
410,No Game No Life,Seinen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/2/209665l.jpg
411,Kimi no Koto ga Daidaidaidaidaisuki na 100-nin no Kanojo,Seinen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/2/229606l.jpg
412,Franken Fran,Seinen,Manga,Finished,8,https://cdn.myanimelist.net/images/manga/1/150351l.jpg
413,Nabari no Ou,Shounen,Manga,Finished,14,https://cdn.myanimelist.net/images/manga/1/251337l.jpg
414,Hoshi no Koe,Seinen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/130253l.jpg
415,Nazo no Kanojo X,Seinen,Manga,Finished,12,https://cdn.myanimelist.net/images/manga/1/260098l.jpg
416,Soredemo Sekai wa Utsukushii,Shoujo,Manga,Finished,25,https://cdn.myanimelist.net/images/manga/2/120139l.jpg
417,Sengoku Youko,Shounen,Manga,Finished,17,https://cdn.myanimelist.net/images/manga/3/260807l.jpg
418,H2,Shounen,Manga,Finished,34,https://cdn.myanimelist.net/images/manga/2/15421l.jpg
419,Seitokai Yakuindomo,Shounen,Manga,Finished,22,https://cdn.myanimelist.net/images/manga/1/135853l.jpg
420,Kono Subarashii Sekai ni Shukufuku wo!,Shounen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/1/154542l.jpg
421,Half & Half,Shounen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/1/153889l.jpg
422,Bokutachi ga Yarimashita,Seinen,Manga,Finished,9,https://cdn.myanimelist.net/images/manga/3/168953l.jpg
423,Kieta Hatsukoi,Shoujo,Manga,Finished,9,https://cdn.myanimelist.net/images/manga/2/235088l.jpg
424,Life,Shoujo,Manga,Finished,20,https://cdn.myanimelist.net/images/manga/3/127497l.jpg
425,Naruto Shinden Series,Shounen,LightNovel,Finished,3,https://cdn.myanimelist.net/images/manga/2/190847l.jpg
426,Tomodachi no Hanashi,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/1/187387l.jpg
427,Houkago Hokenshitsu,Shoujo,Manga,Finished,10,https://cdn.myanimelist.net/images/manga/1/250801l.jpg
428,Vassalord.,Shoujo,Manga,Finished,7,https://cdn.myanimelist.net/images/manga/5/123687l.jpg
429,Detroit Metal City,Seinen,Manga,Finished,10,https://cdn.myanimelist.net/images/manga/1/207424l.jpg
430,Drifters,Seinen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/4/33949l.jpg
431,Dogs: Stray Dogs Howling in the Dark,Seinen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/259648l.jpg
432,Hajimari no Niina,Shoujo,Manga,Finished,4,https://cdn.myanimelist.net/images/manga/5/261738l.jpg
433,Kamisama no Iutoori 2,Shounen,Manga,Finished,21,https://cdn.myanimelist.net/images/manga/1/187899l.jpg
434,Kakegurui,Shounen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/1/142175l.jpg
435,Ningen Shikkaku,Seinen,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/2/260361l.jpg
436,Kodomo no Jikan,Seinen,Manga,Finished,13,https://cdn.myanimelist.net/images/manga/1/62557l.jpg
437,"Fuufu Ijou, Koibito Miman.",Seinen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/1/215132l.jpg
438,Tobaku Datenroku Kaiji,Seinen,Manga,Finished,13,https://cdn.myanimelist.net/images/manga/3/72221l.jpg
439,Re:Zero kara Hajimeru Isekai Seikatsu: Dai-2 Shou - Yashiki no Isshuukan-hen,Seinen,Manga,Finished,5,https://cdn.myanimelist.net/images/manga/3/188947l.jpg
